inquiry_id,product_id,lang,text,true_theme
Q02022,P0144,en,How long is the shipping time to Germany?,delivery
Q02023,P0025,zh,大批量采购可以给个更好的价格吗?,price
Q02024,P0405,en,Can you offer a better price for bulk orders?,price
Q02025,P0178,zh,1000件的生产周期多久?,delivery
Q02026,P0095,zh,大批量采购可以给个更好的价格吗?,price
Q02027,P0041,zh,这个月有促销价吗?,price
Q02028,P0245,zh,"你们竞争对手报价更低,能否匹配?",price
Q02029,P0364,en,Can you offer a better price for bulk orders?,price
Q02030,P0308,en,Can you offer a better price for bulk orders?,price
Q02031,P0187,zh,有CE认证吗?,feature
Q02032,P0319,zh,大批量采购可以给个更好的价格吗?,price
Q02033,P0098,zh,和同类产品相比价格偏高。,price
Q02034,P0214,zh,有CE认证吗?,feature
Q02035,P0064,zh,包装上能加我们的logo吗?,customization
Q02036,P0042,zh,1000件的生产周期多久?,delivery
Q02037,P0476,en,Can you guarantee delivery before December 15?,delivery
Q02038,P0193,zh,支持DDP发到美国吗?,delivery
Q02039,P0000,zh,"你们竞争对手报价更低,能否匹配?",price
Q02040,P0343,en,Can you offer a better price for bulk orders?,price
Q02041,P0158,en,What is the minimum order quantity to get a discount?,price
Q02042,P0267,en,Any chance of a 10% discount for first-time buyers?,price
Q02043,P0320,en,Is the price negotiable for 500 units?,price
Q02044,P0164,en,What is the battery capacity?,feature
Q02045,P0095,zh,这个月有促销价吗?,price
Q02046,P0094,en,Do you have any promotional pricing this month?,price
Q02047,P0320,en,"Your competitor offers $X less, can you match it?",price
Q02048,P0386,zh,材料是否不含BPA?,feature
Q02049,P0366,zh,和同类产品相比价格偏高。,price
Q02050,P0179,zh,电池容量多少毫安?,feature
Q02051,P0048,en,What is the minimum order quantity to get a discount?,price
Q02052,P0001,en,Can you guarantee delivery before December 15?,delivery
Q02053,P0280,zh,包装上能加我们的logo吗?,customization
Q02054,P0445,zh,最低起订量多少才能拿到折扣?,price
Q02055,P0230,zh,有CE认证吗?,feature
Q02056,P0490,zh,这个月有促销价吗?,price
Q02057,P0214,en,Is air freight available for urgent orders?,delivery
Q02058,P0353,zh,1000件的生产周期多久?,delivery
Q02059,P0215,en,Will the order arrive before Chinese New Year?,delivery
Q02060,P0405,zh,500件的话价格能再优惠吗?,price
Q02061,P0364,en,Does this product support waterproof IPX7?,feature
Q02062,P0311,en,Does it come with a CE certification?,feature
Q02063,P0068,zh,电池容量多少毫安?,feature
Q02064,P0022,en,The price seems high compared to similar products.,price
Q02065,P0074,zh,1000件的生产周期多久?,delivery
Q02066,P0252,zh,发到德国需要多久?,delivery
Q02067,P0093,zh,支持DDP发到美国吗?,delivery
Q02068,P0197,zh,500件的话价格能再优惠吗?,price
Q02069,P0423,en,What is the minimum order quantity to get a discount?,price
Q02070,P0190,zh,500件的话价格能再优惠吗?,price
Q02071,P0077,en,What is the battery capacity?,feature
Q02072,P0097,zh,支持DDP发到美国吗?,delivery
Q02073,P0107,en,Will the order arrive before Chinese New Year?,delivery
Q02074,P0254,en,Can you share the technical spec sheet?,feature
Q02075,P0155,en,What is the minimum order quantity to get a discount?,price
Q02076,P0453,en,Do you support DDP shipping to the US?,delivery
Q02077,P0112,zh,急单能走空运吗?,delivery
Q02078,P0210,en,What's the lead time for 1000 units?,delivery
Q02079,P0282,zh,材料是否不含BPA?,feature
Q02080,P0018,en,Is the material BPA-free?,feature
Q02081,P0045,en,Can you share the technical spec sheet?,feature
Q02082,P0308,zh,颜色可以定制吗?,customization
Q02083,P0102,zh,能保证12月15号前到货吗?,delivery
Q02084,P0456,en,Can you guarantee delivery before December 15?,delivery
Q02085,P0055,zh,包装盒能换成我们的品牌设计吗?,customization
Q02086,P0442,en,How long is the shipping time to Germany?,delivery
Q02087,P0352,en,"Your competitor offers $X less, can you match it?",price
Q02088,P0037,zh,能保证12月15号前到货吗?,delivery
Q02089,P0014,en,What is the battery capacity?,feature
Q02090,P0296,en,What's the lead time for 1000 units?,delivery
Q02091,P0363,en,Is the price negotiable for 500 units?,price
Q02092,P0374,zh,最低起订量多少才能拿到折扣?,price
Q02093,P0134,zh,这个月有促销价吗?,price
Q02094,P0419,en,Will the order arrive before Chinese New Year?,delivery
Q02095,P0484,zh,电池容量多少毫安?,feature
Q02096,P0359,zh,"你们竞争对手报价更低,能否匹配?",price
Q02097,P0495,zh,"需要定制零售包装,可以做吗?",customization
Q02098,P0402,zh,500件的话价格能再优惠吗?,price
Q02099,P0482,en,Is the material BPA-free?,feature
Q02100,P0260,en,The price seems high compared to similar products.,price
Q02101,P0044,zh,和同类产品相比价格偏高。,price
Q02102,P0174,zh,这个产品支持IPX7防水吗?,feature
Q02103,P0422,en,What is the battery capacity?,feature
Q02104,P0345,en,Can we add our logo on the packaging?,customization
Q02105,P0353,zh,支持DDP发到美国吗?,delivery
Q02106,P0115,zh,春节前能到货吗?,delivery
Q02107,P0054,zh,能保证12月15号前到货吗?,delivery
Q02108,P0423,en,What's the warranty period?,feature
Q02109,P0124,en,Does this product support waterproof IPX7?,feature
Q02110,P0254,zh,能保证12月15号前到货吗?,delivery
Q02111,P0189,zh,春节前能到货吗?,delivery
Q02112,P0075,en,Do you support DDP shipping to the US?,delivery
Q02113,P0452,zh,保修期多久?,feature
Q02114,P0142,en,Can the color be customized?,customization
Q02115,P0363,zh,材料是否不含BPA?,feature
Q02116,P0386,zh,春节前能到货吗?,delivery
Q02117,P0216,zh,颜色可以定制吗?,customization
Q02118,P0164,en,Is the price negotiable for 500 units?,price
Q02119,P0236,zh,"需要定制零售包装,可以做吗?",customization
Q02120,P0260,zh,首次合作能给9折吗?,price
Q02121,P0179,zh,首次合作能给9折吗?,price
Q02122,P0276,en,Do you support DDP shipping to the US?,delivery
Q02123,P0025,zh,电池容量多少毫安?,feature
Q02124,P0142,zh,"需要定制零售包装,可以做吗?",customization
Q02125,P0437,en,Do you have any promotional pricing this month?,price
Q02126,P0352,en,"Your competitor offers $X less, can you match it?",price
Q02127,P0376,zh,颜色可以定制吗?,customization
Q02128,P0137,zh,"你们竞争对手报价更低,能否匹配?",price
Q02129,P0100,zh,500件的话价格能再优惠吗?,price
Q02130,P0159,zh,首次合作能给9折吗?,price
Q02131,P0379,zh,大批量采购可以给个更好的价格吗?,price
Q02132,P0278,en,Does this product support waterproof IPX7?,feature
Q02133,P0103,en,What is the battery capacity?,feature
Q02134,P0097,zh,最低起订量多少才能拿到折扣?,price
Q02135,P0104,zh,这个产品支持IPX7防水吗?,feature
Q02136,P0009,en,Is the material BPA-free?,feature
Q02137,P0473,en,Is the material BPA-free?,feature
Q02138,P0224,en,How long is the shipping time to Germany?,delivery
Q02139,P0345,zh,这个月有促销价吗?,price
Q02140,P0334,zh,这个月有促销价吗?,price
Q02141,P0011,en,What's the warranty period?,feature
Q02142,P0233,en,Can you offer a better price for bulk orders?,price
Q02143,P0220,en,Do you have any promotional pricing this month?,price
Q02144,P0299,zh,"你们竞争对手报价更低,能否匹配?",price
Q02145,P0157,zh,春节前能到货吗?,delivery
Q02146,P0247,zh,包装盒能换成我们的品牌设计吗?,customization
Q02147,P0406,zh,包装盒能换成我们的品牌设计吗?,customization
Q02148,P0345,en,What is the minimum order quantity to get a discount?,price
Q02149,P0380,zh,支持DDP发到美国吗?,delivery
Q02150,P0245,en,Any chance of a 10% discount for first-time buyers?,price
Q02151,P0373,zh,首次合作能给9折吗?,price
Q02152,P0255,zh,急单能走空运吗?,delivery
Q02153,P0369,en,Does this product support waterproof IPX7?,feature
Q02154,P0277,en,Does this product support waterproof IPX7?,feature
Q02155,P0367,en,"We need custom retail packaging, is that possible?",customization
Q02156,P0200,zh,包装盒能换成我们的品牌设计吗?,customization
Q02157,P0284,zh,有CE认证吗?,feature
Q02158,P0395,en,Any chance of a 10% discount for first-time buyers?,price
Q02159,P0173,en,Do you support DDP shipping to the US?,delivery
Q02160,P0434,en,What's the warranty period?,feature
Q02161,P0444,zh,有CE认证吗?,feature
Q02162,P0010,zh,"你们竞争对手报价更低,能否匹配?",price
Q02163,P0332,en,Is private label packaging available?,customization
Q02164,P0423,en,What is the battery capacity?,feature
Q02165,P0236,en,What is the minimum order quantity to get a discount?,price
Q02166,P0457,zh,急单能走空运吗?,delivery
Q02167,P0438,zh,"你们竞争对手报价更低,能否匹配?",price
Q02168,P0471,en,What's the warranty period?,feature
Q02169,P0287,zh,首次合作能给9折吗?,price
Q02170,P0089,en,Does it come with a CE certification?,feature
Q02171,P0234,en,Does this product support waterproof IPX7?,feature
Q02172,P0105,zh,有CE认证吗?,feature
Q02173,P0224,zh,最低起订量多少才能拿到折扣?,price
Q02174,P0171,en,Can you offer a better price for bulk orders?,price
Q02175,P0013,en,Do you support OEM/ODM service?,customization
Q02176,P0137,en,Can you guarantee delivery before December 15?,delivery
Q02177,P0025,zh,包装盒能换成我们的品牌设计吗?,customization
Q02178,P0061,en,Do you support DDP shipping to the US?,delivery
Q02179,P0371,zh,保修期多久?,feature
Q02180,P0461,en,Can we add our logo on the packaging?,customization
Q02181,P0422,en,How long is the shipping time to Germany?,delivery
Q02182,P0360,zh,大批量采购可以给个更好的价格吗?,price
Q02183,P0120,zh,500件的话价格能再优惠吗?,price
Q02184,P0079,en,Does it come with a CE certification?,feature
Q02185,P0072,zh,急单能走空运吗?,delivery
Q02186,P0226,en,Can we add our logo on the packaging?,customization
Q02187,P0472,en,What's the lead time for 1000 units?,delivery
Q02188,P0287,zh,急单能走空运吗?,delivery
Q02189,P0449,zh,急单能走空运吗?,delivery
Q02190,P0322,zh,保修期多久?,feature
Q02191,P0312,en,What is the battery capacity?,feature
Q02192,P0484,zh,支持DDP发到美国吗?,delivery
Q02193,P0300,zh,"需要定制零售包装,可以做吗?",customization
Q02194,P0239,en,Is the material BPA-free?,feature
Q02195,P0483,en,Can you offer a better price for bulk orders?,price
Q02196,P0127,zh,包装盒能换成我们的品牌设计吗?,customization
Q02197,P0401,en,What is the battery capacity?,feature
Q02198,P0122,en,Can you change the box design to our brand?,customization
Q02199,P0197,en,Can you offer a better price for bulk orders?,price
Q02200,P0135,en,Any chance of a 10% discount for first-time buyers?,price
Q02201,P0052,zh,大批量采购可以给个更好的价格吗?,price
Q02202,P0054,en,Is private label packaging available?,customization
Q02203,P0128,zh,500件的话价格能再优惠吗?,price
Q02204,P0492,en,Can you guarantee delivery before December 15?,delivery
Q02205,P0425,en,What is the minimum order quantity to get a discount?,price
Q02206,P0404,en,Do you have any promotional pricing this month?,price
Q02207,P0213,en,Can you offer a better price for bulk orders?,price
Q02208,P0320,zh,首次合作能给9折吗?,price
Q02209,P0349,en,Is the material BPA-free?,feature
Q02210,P0440,en,Can you share the technical spec sheet?,feature
Q02211,P0131,zh,材料是否不含BPA?,feature
Q02212,P0396,zh,500件的话价格能再优惠吗?,price
Q02213,P0409,en,Is air freight available for urgent orders?,delivery
Q02214,P0314,en,The price seems high compared to similar products.,price
Q02215,P0012,en,Is the price negotiable for 500 units?,price
Q02216,P0330,en,Can you change the box design to our brand?,customization
Q02217,P0262,zh,可以做自有品牌包装吗?,customization
Q02218,P0299,en,How long is the shipping time to Germany?,delivery
Q02219,P0212,zh,支持OEM/ODM吗?,customization
Q02220,P0067,zh,500件的话价格能再优惠吗?,price
Q02221,P0357,en,Does it come with a CE certification?,feature
Q02222,P0096,en,Does this product support waterproof IPX7?,feature
Q02223,P0160,en,What is the battery capacity?,feature
Q02224,P0341,en,What's the lead time for 1000 units?,delivery
Q02225,P0445,en,Any chance of a 10% discount for first-time buyers?,price
Q02226,P0330,en,Do you have any promotional pricing this month?,price
Q02227,P0412,zh,包装上能加我们的logo吗?,customization
Q02228,P0471,en,Can you offer a better price for bulk orders?,price
Q02229,P0237,zh,颜色可以定制吗?,customization
Q02230,P0446,en,Can you guarantee delivery before December 15?,delivery
Q02231,P0139,en,Does this product support waterproof IPX7?,feature
Q02232,P0360,en,"Your competitor offers $X less, can you match it?",price
Q02233,P0311,en,What is the battery capacity?,feature
Q02234,P0229,en,Can the color be customized?,customization
Q02235,P0265,en,Do you support DDP shipping to the US?,delivery
Q02236,P0077,en,Does this product support waterproof IPX7?,feature
Q02237,P0315,en,Can we add our logo on the packaging?,customization
Q02238,P0369,zh,能发一下技术参数表吗?,feature
Q02239,P0224,zh,材料是否不含BPA?,feature
Q02240,P0209,en,Do you support DDP shipping to the US?,delivery
Q02241,P0194,en,Can you offer a better price for bulk orders?,price
Q02242,P0375,en,What is the minimum order quantity to get a discount?,price
Q02243,P0271,zh,能发一下技术参数表吗?,feature
Q02244,P0049,zh,颜色可以定制吗?,customization
Q02245,P0298,en,"We need custom retail packaging, is that possible?",customization
Q02246,P0299,en,What is the battery capacity?,feature
Q02247,P0004,en,Is air freight available for urgent orders?,delivery
Q02248,P0305,en,Is the price negotiable for 500 units?,price
Q02249,P0345,en,How long is the shipping time to Germany?,delivery
Q02250,P0388,en,Can you offer a better price for bulk orders?,price
Q02251,P0040,en,"We need custom retail packaging, is that possible?",customization
Q02252,P0206,zh,电池容量多少毫安?,feature
Q02253,P0295,en,What is the minimum order quantity to get a discount?,price
Q02254,P0158,zh,可以做自有品牌包装吗?,customization
Q02255,P0237,zh,材料是否不含BPA?,feature
Q02256,P0174,en,Does this product support waterproof IPX7?,feature
Q02257,P0488,en,What's the warranty period?,feature
Q02258,P0197,en,Is air freight available for urgent orders?,delivery
Q02259,P0361,en,What's the lead time for 1000 units?,delivery
Q02260,P0308,en,What's the lead time for 1000 units?,delivery
Q02261,P0252,zh,大批量采购可以给个更好的价格吗?,price
Q02262,P0379,zh,急单能走空运吗?,delivery
Q02263,P0163,en,Does it come with a CE certification?,feature
Q02264,P0315,zh,这个产品支持IPX7防水吗?,feature
Q02265,P0095,zh,保修期多久?,feature
Q02266,P0203,en,Is the material BPA-free?,feature
Q02267,P0189,en,What's the warranty period?,feature
Q02268,P0263,zh,包装盒能换成我们的品牌设计吗?,customization
Q02269,P0394,en,"We need custom retail packaging, is that possible?",customization
Q02270,P0169,en,Can you offer a better price for bulk orders?,price
Q02271,P0096,zh,500件的话价格能再优惠吗?,price
Q02272,P0061,en,Does this product support waterproof IPX7?,feature
Q02273,P0468,zh,"需要定制零售包装,可以做吗?",customization
Q02274,P0287,en,Is air freight available for urgent orders?,delivery
Q02275,P0430,en,Can you share the technical spec sheet?,feature
Q02276,P0246,zh,有CE认证吗?,feature
Q02277,P0486,en,Does it come with a CE certification?,feature
Q02278,P0027,en,Can you guarantee delivery before December 15?,delivery
Q02279,P0447,zh,保修期多久?,feature
Q02280,P0361,zh,这个产品支持IPX7防水吗?,feature
Q02281,P0039,zh,和同类产品相比价格偏高。,price
Q02282,P0100,en,Do you have any promotional pricing this month?,price
Q02283,P0185,zh,"需要定制零售包装,可以做吗?",customization
Q02284,P0069,en,What is the battery capacity?,feature
Q02285,P0164,en,What is the minimum order quantity to get a discount?,price
Q02286,P0108,en,Is the price negotiable for 500 units?,price
Q02287,P0162,en,Can we add our logo on the packaging?,customization
Q02288,P0258,en,Can you guarantee delivery before December 15?,delivery
Q02289,P0281,zh,这个月有促销价吗?,price
Q02290,P0218,zh,电池容量多少毫安?,feature
Q02291,P0250,en,Do you support DDP shipping to the US?,delivery
Q02292,P0338,en,The price seems high compared to similar products.,price
Q02293,P0326,en,Any chance of a 10% discount for first-time buyers?,price
Q02294,P0468,zh,急单能走空运吗?,delivery
Q02295,P0132,en,Can you change the box design to our brand?,customization
Q02296,P0311,zh,电池容量多少毫安?,feature
Q02297,P0105,en,The price seems high compared to similar products.,price
Q02298,P0463,en,The price seems high compared to similar products.,price
Q02299,P0473,zh,"你们竞争对手报价更低,能否匹配?",price
Q02300,P0347,zh,急单能走空运吗?,delivery
Q02301,P0408,en,Do you have any promotional pricing this month?,price
Q02302,P0493,zh,有CE认证吗?,feature
Q02303,P0301,zh,能保证12月15号前到货吗?,delivery
Q02304,P0374,zh,这个产品支持IPX7防水吗?,feature
Q02305,P0326,en,Can we add our logo on the packaging?,customization
Q02306,P0375,zh,这个月有促销价吗?,price
Q02307,P0254,en,Is the material BPA-free?,feature
Q02308,P0130,en,Is the price negotiable for 500 units?,price
Q02309,P0487,en,Can we add our logo on the packaging?,customization
Q02310,P0286,zh,首次合作能给9折吗?,price
Q02311,P0353,zh,这个产品支持IPX7防水吗?,feature
Q02312,P0033,zh,可以做自有品牌包装吗?,customization
Q02313,P0247,zh,首次合作能给9折吗?,price
Q02314,P0191,zh,春节前能到货吗?,delivery
Q02315,P0357,zh,保修期多久?,feature
Q02316,P0297,zh,保修期多久?,feature
Q02317,P0315,en,"We need custom retail packaging, is that possible?",customization
Q02318,P0144,en,What is the battery capacity?,feature
Q02319,P0454,en,What is the battery capacity?,feature
Q02320,P0288,en,Is air freight available for urgent orders?,delivery
Q02321,P0282,en,Will the order arrive before Chinese New Year?,delivery
Q02322,P0298,en,What's the lead time for 1000 units?,delivery
Q02323,P0180,zh,保修期多久?,feature
Q02324,P0280,zh,500件的话价格能再优惠吗?,price
Q02325,P0098,zh,首次合作能给9折吗?,price
Q02326,P0484,zh,能发一下技术参数表吗?,feature
Q02327,P0383,en,Can the color be customized?,customization
Q02328,P0298,zh,最低起订量多少才能拿到折扣?,price
Q02329,P0028,en,"Your competitor offers $X less, can you match it?",price
Q02330,P0453,en,The price seems high compared to similar products.,price
Q02331,P0419,zh,发到德国需要多久?,delivery
Q02332,P0431,en,What's the warranty period?,feature
Q02333,P0450,zh,这个产品支持IPX7防水吗?,feature
Q02334,P0445,zh,这个产品支持IPX7防水吗?,feature
Q02335,P0026,zh,发到德国需要多久?,delivery
Q02336,P0036,zh,"你们竞争对手报价更低,能否匹配?",price
Q02337,P0359,en,Can the color be customized?,customization
Q02338,P0190,zh,"你们竞争对手报价更低,能否匹配?",price
Q02339,P0276,en,Can you offer a better price for bulk orders?,price
Q02340,P0168,zh,包装盒能换成我们的品牌设计吗?,customization
Q02341,P0261,en,Can you guarantee delivery before December 15?,delivery
Q02342,P0306,en,Can you share the technical spec sheet?,feature
Q02343,P0114,en,Is private label packaging available?,customization
Q02344,P0083,en,"Your competitor offers $X less, can you match it?",price
Q02345,P0369,en,Does it come with a CE certification?,feature
Q02346,P0330,zh,包装上能加我们的logo吗?,customization
Q02347,P0116,en,"Your competitor offers $X less, can you match it?",price
Q02348,P0190,zh,包装上能加我们的logo吗?,customization
Q02349,P0145,zh,"你们竞争对手报价更低,能否匹配?",price
Q02350,P0184,en,Is private label packaging available?,customization
Q02351,P0191,en,How long is the shipping time to Germany?,delivery
Q02352,P0292,en,"We need custom retail packaging, is that possible?",customization
Q02353,P0006,en,Will the order arrive before Chinese New Year?,delivery
Q02354,P0188,en,Is the price negotiable for 500 units?,price
Q02355,P0473,zh,能发一下技术参数表吗?,feature
Q02356,P0332,zh,发到德国需要多久?,delivery
Q02357,P0264,en,Is the price negotiable for 500 units?,price
Q02358,P0113,en,Does it come with a CE certification?,feature
Q02359,P0477,en,Do you support OEM/ODM service?,customization
Q02360,P0397,zh,材料是否不含BPA?,feature
Q02361,P0378,zh,和同类产品相比价格偏高。,price
Q02362,P0090,en,Does this product support waterproof IPX7?,feature
Q02363,P0286,en,Do you have any promotional pricing this month?,price
Q02364,P0338,zh,保修期多久?,feature
Q02365,P0167,en,What is the minimum order quantity to get a discount?,price
Q02366,P0169,en,The price seems high compared to similar products.,price
Q02367,P0031,zh,和同类产品相比价格偏高。,price
Q02368,P0320,en,Any chance of a 10% discount for first-time buyers?,price
Q02369,P0073,en,Is the material BPA-free?,feature
Q02370,P0339,zh,包装盒能换成我们的品牌设计吗?,customization
Q02371,P0448,zh,1000件的生产周期多久?,delivery
Q02372,P0114,zh,春节前能到货吗?,delivery
Q02373,P0003,en,Can you share the technical spec sheet?,feature
Q02374,P0145,zh,支持OEM/ODM吗?,customization
Q02375,P0229,en,Can you change the box design to our brand?,customization
Q02376,P0225,en,"We need custom retail packaging, is that possible?",customization
Q02377,P0211,en,What's the warranty period?,feature
Q02378,P0067,zh,"你们竞争对手报价更低,能否匹配?",price
Q02379,P0078,zh,和同类产品相比价格偏高。,price
Q02380,P0382,zh,能保证12月15号前到货吗?,delivery
Q02381,P0361,zh,"你们竞争对手报价更低,能否匹配?",price
Q02382,P0364,zh,500件的话价格能再优惠吗?,price
Q02383,P0367,zh,这个产品支持IPX7防水吗?,feature
Q02384,P0404,zh,"需要定制零售包装,可以做吗?",customization
Q02385,P0477,zh,保修期多久?,feature
Q02386,P0293,en,Any chance of a 10% discount for first-time buyers?,price
Q02387,P0399,zh,支持DDP发到美国吗?,delivery
Q02388,P0358,en,Can the color be customized?,customization
Q02389,P0010,zh,"你们竞争对手报价更低,能否匹配?",price
Q02390,P0367,zh,发到德国需要多久?,delivery
Q02391,P0002,en,Does this product support waterproof IPX7?,feature
Q02392,P0461,zh,首次合作能给9折吗?,price
Q02393,P0218,en,The price seems high compared to similar products.,price
Q02394,P0033,en,What is the battery capacity?,feature
Q02395,P0162,en,What's the lead time for 1000 units?,delivery
Q02396,P0263,zh,500件的话价格能再优惠吗?,price
Q02397,P0246,zh,大批量采购可以给个更好的价格吗?,price
Q02398,P0065,zh,能发一下技术参数表吗?,feature
Q02399,P0346,zh,包装盒能换成我们的品牌设计吗?,customization
Q02400,P0002,en,Will the order arrive before Chinese New Year?,delivery
Q02401,P0201,zh,"需要定制零售包装,可以做吗?",customization
Q02402,P0086,en,Will the order arrive before Chinese New Year?,delivery
Q02403,P0393,zh,保修期多久?,feature
Q02404,P0407,zh,能发一下技术参数表吗?,feature
Q02405,P0357,zh,首次合作能给9折吗?,price
Q02406,P0106,en,What is the minimum order quantity to get a discount?,price
Q02407,P0067,zh,和同类产品相比价格偏高。,price
Q02408,P0013,en,Does it come with a CE certification?,feature
Q02409,P0494,en,The price seems high compared to similar products.,price
Q02410,P0098,en,The price seems high compared to similar products.,price
Q02411,P0390,zh,1000件的生产周期多久?,delivery
Q02412,P0241,zh,急单能走空运吗?,delivery
Q02413,P0144,zh,这个产品支持IPX7防水吗?,feature
Q02414,P0232,zh,这个产品支持IPX7防水吗?,feature
Q02415,P0098,zh,包装上能加我们的logo吗?,customization
Q02416,P0267,zh,能发一下技术参数表吗?,feature
Q02417,P0305,zh,支持DDP发到美国吗?,delivery
Q02418,P0224,en,Can you guarantee delivery before December 15?,delivery
Q02419,P0025,zh,颜色可以定制吗?,customization
Q02420,P0273,zh,"需要定制零售包装,可以做吗?",customization
Q02421,P0027,zh,最低起订量多少才能拿到折扣?,price
Q02422,P0456,zh,500件的话价格能再优惠吗?,price
Q02423,P0459,zh,1000件的生产周期多久?,delivery
Q02424,P0354,en,The price seems high compared to similar products.,price
Q02425,P0328,en,Is the material BPA-free?,feature
Q02426,P0359,zh,这个产品支持IPX7防水吗?,feature
Q02427,P0066,en,The price seems high compared to similar products.,price
Q02428,P0398,zh,颜色可以定制吗?,customization
Q02429,P0093,zh,首次合作能给9折吗?,price
Q02430,P0414,en,How long is the shipping time to Germany?,delivery
Q02431,P0491,zh,这个月有促销价吗?,price
Q02432,P0453,en,Can you share the technical spec sheet?,feature
Q02433,P0329,en,Does it come with a CE certification?,feature
Q02434,P0265,en,Can the color be customized?,customization
Q02435,P0393,en,Is air freight available for urgent orders?,delivery
Q02436,P0193,en,What is the minimum order quantity to get a discount?,price
Q02437,P0309,en,The price seems high compared to similar products.,price
Q02438,P0434,en,The price seems high compared to similar products.,price
Q02439,P0163,en,Can you change the box design to our brand?,customization
Q02440,P0196,en,"Your competitor offers $X less, can you match it?",price
Q02441,P0174,zh,可以做自有品牌包装吗?,customization
Q02442,P0138,en,Can we add our logo on the packaging?,customization
Q02443,P0442,en,How long is the shipping time to Germany?,delivery
Q02444,P0194,zh,1000件的生产周期多久?,delivery
Q02445,P0244,zh,"需要定制零售包装,可以做吗?",customization
Q02446,P0273,zh,大批量采购可以给个更好的价格吗?,price
Q02447,P0027,zh,最低起订量多少才能拿到折扣?,price
Q02448,P0169,zh,大批量采购可以给个更好的价格吗?,price
Q02449,P0065,en,Can you guarantee delivery before December 15?,delivery
Q02450,P0476,en,Do you have any promotional pricing this month?,price
Q02451,P0192,en,What's the warranty period?,feature
Q02452,P0138,en,Does this product support waterproof IPX7?,feature
Q02453,P0385,en,Does it come with a CE certification?,feature
Q02454,P0092,zh,颜色可以定制吗?,customization
Q02455,P0391,en,The price seems high compared to similar products.,price
Q02456,P0149,zh,颜色可以定制吗?,customization
Q02457,P0411,zh,这个产品支持IPX7防水吗?,feature
Q02458,P0039,en,How long is the shipping time to Germany?,delivery
Q02459,P0175,en,Can the color be customized?,customization
Q02460,P0472,en,What's the lead time for 1000 units?,delivery
Q02461,P0394,en,What is the minimum order quantity to get a discount?,price
Q02462,P0017,en,Do you support DDP shipping to the US?,delivery
Q02463,P0007,en,What is the minimum order quantity to get a discount?,price
Q02464,P0427,zh,首次合作能给9折吗?,price
Q02465,P0159,en,Is private label packaging available?,customization
Q02466,P0268,zh,"需要定制零售包装,可以做吗?",customization
Q02467,P0257,en,The price seems high compared to similar products.,price
Q02468,P0479,en,How long is the shipping time to Germany?,delivery
Q02469,P0105,zh,能发一下技术参数表吗?,feature
Q02470,P0047,zh,有CE认证吗?,feature
Q02471,P0417,zh,材料是否不含BPA?,feature
Q02472,P0230,zh,这个月有促销价吗?,price
Q02473,P0098,en,"Your competitor offers $X less, can you match it?",price
Q02474,P0374,en,What is the minimum order quantity to get a discount?,price
Q02475,P0080,zh,"你们竞争对手报价更低,能否匹配?",price
Q02476,P0416,zh,保修期多久?,feature
Q02477,P0067,zh,能发一下技术参数表吗?,feature
Q02478,P0044,en,Any chance of a 10% discount for first-time buyers?,price
Q02479,P0458,en,Do you support DDP shipping to the US?,delivery
Q02480,P0356,zh,"需要定制零售包装,可以做吗?",customization
Q02481,P0326,en,The price seems high compared to similar products.,price
Q02482,P0236,en,Can you share the technical spec sheet?,feature
Q02483,P0157,en,What's the lead time for 1000 units?,delivery
Q02484,P0477,zh,急单能走空运吗?,delivery
Q02485,P0403,zh,1000件的生产周期多久?,delivery
Q02486,P0241,zh,"你们竞争对手报价更低,能否匹配?",price
Q02487,P0453,en,Can you share the technical spec sheet?,feature
Q02488,P0106,en,Can you change the box design to our brand?,customization
Q02489,P0299,zh,最低起订量多少才能拿到折扣?,price
Q02490,P0176,zh,500件的话价格能再优惠吗?,price
Q02491,P0260,en,Do you support DDP shipping to the US?,delivery
Q02492,P0212,en,Do you support DDP shipping to the US?,delivery
Q02493,P0458,zh,支持OEM/ODM吗?,customization
Q02494,P0146,zh,材料是否不含BPA?,feature
Q02495,P0009,en,What's the warranty period?,feature
Q02496,P0473,en,What is the minimum order quantity to get a discount?,price
Q02497,P0054,zh,包装上能加我们的logo吗?,customization
Q02498,P0166,zh,"需要定制零售包装,可以做吗?",customization
Q02499,P0012,zh,支持DDP发到美国吗?,delivery
Q02500,P0094,zh,1000件的生产周期多久?,delivery
Q02501,P0367,zh,1000件的生产周期多久?,delivery
Q02502,P0310,zh,包装盒能换成我们的品牌设计吗?,customization
Q02503,P0272,zh,有CE认证吗?,feature
Q02504,P0358,zh,"你们竞争对手报价更低,能否匹配?",price
Q02505,P0336,zh,支持DDP发到美国吗?,delivery
Q02506,P0029,en,Will the order arrive before Chinese New Year?,delivery
Q02507,P0083,en,Will the order arrive before Chinese New Year?,delivery
Q02508,P0390,en,Do you have any promotional pricing this month?,price
Q02509,P0086,en,What's the warranty period?,feature
Q02510,P0195,en,What is the minimum order quantity to get a discount?,price
Q02511,P0480,en,The price seems high compared to similar products.,price
Q02512,P0064,zh,发到德国需要多久?,delivery
Q02513,P0191,zh,这个月有促销价吗?,price
Q02514,P0275,zh,材料是否不含BPA?,feature
Q02515,P0027,zh,最低起订量多少才能拿到折扣?,price
Q02516,P0442,en,Is the price negotiable for 500 units?,price
